"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"available all day long#positive";"1";"1";"1";"available all day long";"G D N A";"available#19 all#188 day#40 long#19"
"not look very clean#negative";"1";"1";"1";"not look very clean";"A V A G";"not#259 look#6 very#458 clean#131"
"directly on the strip#positive";"1";"1";"1";"directly on the strip";"A P D N";"directly#6 on#161 the#2027 strip#9"
"always being tended to#positive";"1";"1";"1";"always be tend to";"A V V P";"always#46 being#15 tended#1 to#771"
"advise people to go#positive";"1";"1";"1";"advise person to go";"V N P V";"advise#4 people#54 to#771 go#51"
"not able to connect#negative";"1";"1";"1";"not able to connect";"A G P V";"not#259 able#6 to#771 connect#1"
"wouldn ´ t repeat#negative";"1";"1";"1";"wouldn ´ t repeat";"G N N N";"wouldn#3 ´#4 t#3 repeat#3"
"fast food on breakfast#negative";"1";"1";"1";"fast food on breakfast";"G N P N";"fast#9 food#131 on#161 breakfast#116"
"not friendly at all#strongnegative";"1";"1";"1";"not friendly at all";"A G P D";"not#259 friendly#126 at#214 all#188"
"mould in the shower#negative";"1";"1";"1";"mould in the shower";"O P D N";"mould#2 in#626 the#2027 shower#16"
"experienced in making money#negative";"1";"1";"1";"experience in make money";"V P V N";"experienced#7 in#626 making#7 money#32"
"somewhat confusing and unclear#negative";"1";"1";"1";"somewhat confusing and unclear";"A G C G";"somewhat#2 confusing#1 and#1183 unclear#1"
"had a brilliant time#positive";"1";"1";"1";"have a brilliant time";"V D G N";"had#154 a#833 brilliant#9 time#74"
"does not make up#negative";"1";"1";"1";"do not make up";"V A V O";"does#9 not#259 make#19 up#21"
"think before making booking#negative";"1";"1";"1";"think before make booking";"V A V N";"think#15 before#19 making#7 booking#8"
"better than we hoped#positive";"1";"1";"1";"good than we hope";"G P Q V";"better#33 than#23 we#407 hoped#3"
"just a 15min walk#positive";"1";"1";"1";"just a 15min walk";"A D O N";"just#65 a#833 15min#1 walk#31"
"black mould on tiling#negative";"1";"1";"1";"black mould on tiling";"G N P N";"black#1 mould#2 on#161 tiling#2"
"would like to stress#positive";"1";"1";"1";"would like to stress";"O V P V";"would#88 like#56 to#771 stress#3"
"right across the street#positive";"1";"1";"1";"right across the street";"A P D N";"right#11 across#8 the#2027 street#16"
"could have been bigger#negative";"1";"1";"1";"can have be bigger";"O V V G";"could#42 have#138 been#41 bigger#3"
"a certain shabby touch#negative";"1";"1";"1";"a certain shabby touch";"D G G N";"a#833 certain#2 shabby#3 touch#3"
"will definitely be returning#strongpositive";"0";"2";"3";"will definitely be return";"O A V V";"will#63 definitely#25 be#115 returning#6"
"one of the best#strongpositive";"0";"2";"9";"one of the good";"O P D G";"one#98 of#490 the#2027 best#64"
"one of the best#positive";"0";"1";"9";"one of the good";"O P D G";"one#98 of#490 the#2027 best#64"
"the only nice thing#negative";"0";"1";"2";"the only nice thing";"D A G N";"the#2027 only#84 nice#168 thing#19"
"was too much trouble#positive";"0";"1";"3";"be too much trouble";"V A G N";"was#626 too#42 much#35 trouble#6"
"will be back again#positive";"0";"1";"2";"will be back again";"O V A A";"will#63 be#115 back#59 again#58"
"nothing to complain about#positive";"0";"1";"3";"nothing to complain about";"N P V P";"nothing#27 to#771 complain#6 about#50"
"had such a variety#positive";"0";"1";"2";"have such a variety";"V G D N";"had#154 such#15 a#833 variety#13"
"will definitely be returning#positive";"0";"1";"3";"will definitely be return";"O A V V";"will#63 definitely#25 be#115 returning#6"
"on the small side#negative";"0";"1";"2";"on the small side";"P D G N";"on#161 the#2027 small#68 side#13"
"a lot of noise#strongnegative";"0";"1";"2";"a lot of noise";"D N P N";"a#833 lot#33 of#490 noise#20"
"had to pay for#negative";"0";"1";"2";"have to pay for";"V P V P";"had#154 to#771 pay#17 for#419"
"was not cleaned properly#negative";"0";"1";"2";"be not clean properly";"V A V A";"was#626 not#259 cleaned#13 properly#2"
"cleaned every day !#strongpositive";"0";"1";"2";"clean every day !";"V D N O";"cleaned#13 every#33 day#40 !#234"
"to everýone 's satisfaction#positive";"0";"1";"2";"to everýone 's satisfaction";"P N O N";"to#771 everýone#2 's#82 satisfaction#3"
"the only nice thing#positive";"0";"1";"2";"the only nice thing";"D A G N";"the#2027 only#84 nice#168 thing#19"
"don 't mean anything#negative";"0";"1";"2";"don 't mean anything";"A A G N";"don#35 't#95 mean#2 anything#11"
"with a lot of choice#positive";"1";"2";"2";"with a lot of choice";"P D N P N";"with#296 a#833 lot#33 of#490 choice#34"
"would never ever come back#strongnegative";"1";"2";"2";"would never ever come back";"O A A V A";"would#88 never#23 ever#32 come#30 back#59"
"had mold between some tiles#negative";"1";"2";"2";"have mold between some tile";"V V P D N";"had#154 mold#2 between#11 some#65 tiles#2"
"has to be paid extra#negative";"1";"2";"2";"have to be pay extra";"V P V V G";"has#28 to#771 be#115 paid#15 extra#11"
"a lot smaller than expected#negative";"1";"2";"2";"a lot smaller than expect";"D A G P V";"a#833 lot#33 smaller#7 than#23 expected#7"
"cannot do enough for you#positive";"1";"2";"2";"cannot do enough for you";"N V N P Q";"cannot#10 do#37 enough#31 for#419 you#224"
"in the middle of holland#positive";"1";"2";"2";"in the middle of Holland";"P D N P R";"in#626 the#2027 middle#8 of#490 holland#6"
"no place to put luggage#negative";"1";"1";"1";"no place to put luggage";"D N P V N";"no#105 place#68 to#771 put#3 luggage#8"
"even charge some 13 €#negative";"1";"1";"1";"even charge some 13 €";"A V D O N";"even#40 charge#5 some#65 13#1 €#9"
"accompanied by a live singer#positive";"1";"1";"1";"accompany by a live singer";"V P D G N";"accompanied#1 by#52 a#833 live#2 singer#1"
"not a lot of space#negative";"1";"1";"1";"not a lot of space";"A D N P N";"not#259 a#833 lot#33 of#490 space#12"
"fist hole in bedroom door#negative";"1";"1";"1";"fist hole in bedroom door";"A N P N N";"fist#1 hole#1 in#626 bedroom#2 door#14"
"happy to give a recommendation#positive";"1";"1";"1";"happy to give a recommendation";"G P V D N";"happy#9 to#771 give#8 a#833 recommendation#3"
"very loud at the weekends#strongnegative";"1";"1";"1";"very loud at the weekend";"A A P D N";"very#458 loud#13 at#214 the#2027 weekends#4"
"would like to come back#positive";"1";"1";"1";"would like to come back";"O V P V A";"would#88 like#56 to#771 come#30 back#59"
"would recommend when in transit#positive";"1";"1";"1";"would recommend when in transit";"O V O P N";"would#88 recommend#39 when#48 in#626 transit#1"
"located on a good spot#positive";"1";"1";"1";"locate on a good spot";"V P D G N";"located#33 on#161 a#833 good#275 spot#8"
"without own bathrooms and wc#negative";"1";"1";"1";"without own bathroom and WC";"P G N C R";"without#16 own#5 bathrooms#4 and#1183 wc#1"
"full of badly behaved children#strongnegative";"1";"1";"1";"full of badly behaved child";"G P A G N";"full#14 of#490 badly#1 behaved#1 children#19"
"may get surge of guests#negative";"1";"1";"1";"may get surge of guest";"O V N P N";"may#9 get#49 surge#1 of#490 guests#33"
"next to trafford shopping center#positive";"1";"1";"1";"next to Trafford Shopping Center";"P P R R R";"next#51 to#771 trafford#1 shopping#20 center#36"
"expect better from this chain#negative";"1";"1";"1";"expect well from this chain";"V A P D N";"expect#17 better#33 from#148 this#254 chain#2"
"range of restaurants and bars#positive";"1";"1";"1";"range of restaurant and bar";"N P N C N";"range#7 of#490 restaurants#42 and#1183 bars#15"
"next to a subway station#positive";"1";"1";"1";"next to a subway station";"G P D N N";"next#51 to#771 a#833 subway#7 station#26"
"on the outskirts in lyon#negative";"1";"1";"1";"on the outskirts in Lyon";"P D N P R";"on#161 the#2027 outskirts#2 in#626 lyon#5"
"walking distance to the metro#positive";"1";"1";"1";"walk distance to the metro";"V N P D N";"walking#30 distance#23 to#771 the#2027 metro#12"
"not talk english very well#negative";"1";"1";"1";"not talk English very well";"A V R A A";"not#259 talk#5 english#26 very#458 well#84"
"less than 5 mins walk#positive";"1";"1";"1";"less than 5 min walk";"G P O N V";"less#8 than#23 5#31 mins#3 walk#31"
"hard to leave it !#strongpositive";"1";"1";"1";"hard to leave it !";"G P V Q O";"hard#13 to#771 leave#3 it#302 !#234"
"with a "" kitchen ""#negative";"1";"1";"1";"with a "" kitchen """;"P D N N N";"with#296 a#833 ""#42 kitchen#3 ""#42"
"close to orly major highways#negative";"1";"1";"1";"close to Orly major highway";"N P R G N";"close#50 to#771 orly#3 major#6 highways#1"
"you have to pay extra#negative";"1";"1";"1";"you have to pay extra";"Q V P V G";"you#224 have#138 to#771 pay#17 extra#11"
"near la rambla and montjuic#positive";"1";"1";"1";"near La Rambla and Montjuic";"P R R C R";"near#27 la#8 rambla#2 and#1183 montjuic#1"
"close to restaurants and bars#positive";"1";"1";"1";"close to restaurant and bar";"G P N C N";"close#50 to#771 restaurants#42 and#1183 bars#15"
"absolutely nothing to complain about#strongpositive";"1";"1";"1";"absolutely nothing to complain about";"A N P V P";"absolutely#18 nothing#27 to#771 complain#6 about#50"
"within 5 minutes walking distance#positive";"1";"1";"1";"within 5 minute walk distance";"P O N V N";"within#11 5#31 minutes#29 walking#30 distance#23"
"not very well english educated#negative";"1";"1";"1";"not very well english educate";"A A A G V";"not#259 very#458 well#84 english#26 educated#1"
"had no problem with this#positive";"1";"1";"1";"have no problem with this";"V D N P D";"had#154 no#105 problem#13 with#296 this#254"
"fully visible from the outside#negative";"1";"1";"1";"fully visible from the outside";"A G P D N";"fully#2 visible#1 from#148 the#2027 outside#18"
"close to the swiming pool#positive";"1";"1";"1";"close to the swiming pool";"G P D V N";"close#50 to#771 the#2027 swiming#2 pool#46"
"well connected to public transportation#positive";"1";"1";"1";"well connect to public transportation";"A V P N N";"well#84 connected#3 to#771 public#10 transportation#3"
"tried their best to help#positive";"1";"1";"1";"try their good to help";"V Q G P V";"tried#7 their#18 best#64 to#771 help#19"
"have to apply strict procedures#negative";"1";"1";"1";"have to apply strict procedure";"V P V G N";"have#138 to#771 apply#1 strict#2 procedures#2"
"well served by public transport#positive";"1";"1";"1";"well serve by public transport";"A V P G N";"well#84 served#7 by#52 public#10 transport#7"
"with a lot of channels#positive";"1";"1";"1";"with a lot of channel";"P D N P N";"with#296 a#833 lot#33 of#490 channels#3"
"only a short scenic walk#positive";"1";"1";"1";"only a short scenic walk";"A D G G N";"only#84 a#833 short#19 scenic#1 walk#31"
"need of updating and refreshing#negative";"1";"1";"1";"need of updating and refreshing";"N P N C N";"need#23 of#490 updating#1 and#1183 refreshing#1"
"the most picturesque of tuscany#strongpositive";"1";"1";"1";"the much picturesque of Tuscany";"D A N P R";"the#2027 most#39 picturesque#1 of#490 tuscany#2"
"built a few years ago#positive";"1";"1";"1";"build a few year ago";"V D G N P";"built#2 a#833 few#34 years#16 ago#4"
"close to the central square#positive";"1";"1";"1";"close to the central square";"G P D G N";"close#50 to#771 the#2027 central#11 square#6"
"bus driver does not sell#negative";"1";"1";"1";"bus driver do not sell";"N N V A V";"bus#20 driver#1 does#9 not#259 sell#3"
"left something to be desired#negative";"1";"1";"1";"leave something to be desire";"V N P V V";"left#9 something#13 to#771 be#115 desired#1"
"didn 't function several times#negative";"1";"1";"1";"didn 't function several time";"N A N G N";"didn#22 't#95 function#3 several#12 times#23"
"you don 't expect more#positive";"1";"1";"1";"you don 't expect much";"Q V A V A";"you#224 don#35 't#95 expect#17 more#50"
"everything we 've hoped for#positive";"1";"1";"1";"everything we 've hope for";"N Q V V P";"everything#52 we#407 've#15 hoped#3 for#419"
"2 blocks form the beach#positive";"1";"1";"1";"2 block form the beach";"O N V D N";"2#40 blocks#4 form#2 the#2027 beach#88"
"bit on the small side#negative";"1";"1";"1";"bit on the small side";"N P D G N";"bit#25 on#161 the#2027 small#68 side#13"
"near milano centrale train station#positive";"1";"1";"1";"near Milano Centrale train station";"A R R N N";"near#27 milano#2 centrale#3 train#7 station#26"
"there is no other hotel#positive";"1";"1";"1";"there be no other hotel";"O V D G N";"there#213 is#610 no#105 other#55 hotel#680"
"could not have been better#strongpositive";"1";"1";"1";"can not have be better";"O A V V A";"could#42 not#259 have#138 been#41 better#33"
"next to the convention center#positive";"1";"1";"1";"next to the convention center";"G P D N N";"next#51 to#771 the#2027 convention#2 center#36"
"not a four star hotel#negative";"1";"1";"1";"not a four star hotel";"A D O N N";"not#259 a#833 four#4 star#27 hotel#680"
"well · looked · after#positive";"1";"1";"1";"well · look · after";"A G V A P";"well#84 ·#216 looked#12 ·#216 after#45"
"throw all over the place#negative";"1";"1";"1";"throw all over the place";"P D P D N";"throw#1 all#188 over#24 the#2027 place#68"
"with a view on nevskii#positive";"1";"1";"1";"with a view on Nevskii";"P D N P R";"with#296 a#833 view#33 on#161 nevskii#3"
"except in the lobby area#positive";"1";"1";"1";"except in the lobby area";"P P D N N";"except#5 in#626 the#2027 lobby#19 area#67"
"will visit the hotel again#positive";"1";"1";"1";"will visit the hotel again";"O V D N A";"will#63 visit#38 the#2027 hotel#680 again#58"
"a little bid old furnished#negative";"1";"1";"1";"a little bid old furnished";"D G N G N";"a#833 little#47 bid#1 old#48 furnished#7"
"sun & relax for families#positive";"1";"1";"1";"Sun & relax for family";"R C R P N";"sun#4 &#36 relax#17 for#419 families#10"
"can be crowded on saturday#negative";"1";"1";"1";"can be crowd on saturday";"O V V A N";"can#81 be#115 crowded#9 on#161 saturday#1"
"all we could have hoped#strongpositive";"1";"1";"1";"all we can have hope";"D Q O V V";"all#188 we#407 could#42 have#138 hoped#3"
"not in the very center#negative";"1";"1";"1";"not in the very center";"A P D G N";"not#259 in#626 the#2027 very#458 center#36"
"part of an old palazzo#positive";"1";"1";"1";"part of a old palazzo";"N P D G N";"part#12 of#490 an#78 old#48 palazzo#1"
"working together with diffrent restaurants#positive";"1";"1";"1";"work together with diffrent restaurant";"V A P G N";"working#19 together#3 with#296 diffrent#2 restaurants#42"
"don 't mean anything !#negative";"1";"1";"1";"don 't mean anything !";"A A G N O";"don#35 't#95 mean#2 anything#11 !#234"
"had to sit on towels#negative";"1";"1";"1";"have to sit on towel";"V P V A N";"had#154 to#771 sit#6 on#161 towels#14"
"don 't speak any english#negative";"1";"1";"1";"don 't speak any English";"A A V D R";"don#35 't#95 speak#13 any#37 english#26"
"have positive attitude to life#positive";"1";"1";"1";"have positive attitude to life";"V G N P N";"have#138 positive#6 attitude#3 to#771 life#6"
"stay in a better one#negative";"1";"1";"1";"stay in a good one";"V P D G O";"stay#129 in#626 a#833 better#33 one#98"
"perfect for a romantic getaway#strongpositive";"1";"1";"1";"perfect for a romantic getaway";"G P D G N";"perfect#34 for#419 a#833 romantic#3 getaway#2"
"not run down or anything#positive";"1";"1";"1";"not run down or anything";"A V O C N";"not#259 run#5 down#19 or#56 anything#11"
"really took care of us#positive";"1";"1";"1";"really take care of us";"A V N P Q";"really#92 took#16 care#8 of#490 us#64"
"will definitely come back !#strongpositive";"1";"1";"1";"will definitely come back !";"O A V A O";"will#63 definitely#25 come#30 back#59 !#234"
"a huge plus for us#positive";"1";"1";"1";"a huge plus for us";"D G N P Q";"a#833 huge#10 plus#8 for#419 us#64"
